Category,Title,Price,Location,Area,URL
Homes for Sale,"10 Marla House for sale in DHA Phase 6, Lahore | 1466567 | Graana.com",7.95 Crore,"DHA Phase 6, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-6-lahore-1466567/
Homes for Sale,"10 Marla House for sale in DHA Phase 6, Lahore | 1466566 | Graana.com",7.95 Crore,"DHA Phase 6, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-6-lahore-1466566/
Homes for Sale,"10 Marla House for sale in DHA Phase 6, Lahore | 1466564 | Graana.com",7.85 Crore,"DHA Phase 6, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-6-lahore-1466564/
Homes for Sale,"10 Marla House for sale in DHA Phase 6, Lahore | 1466562 | Graana.com",6.85 Crore,"DHA Phase 6, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-6-lahore-1466562/
Homes for Sale,"10 Marla House for sale in DHA Phase 6, Lahore | 1466559 | Graana.com",6.85 Crore,"DHA Phase 6, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-6-lahore-1466559/
Homes for Sale,"10 Marla House for sale in DHA Phase 6, Lahore | 1466556 | Graana.com",6.85 Crore,"DHA Phase 6, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-6-lahore-1466556/
Homes for Sale,"10 Marla House for sale in DHA Phase 6, Lahore | 1466552 | Graana.com",6.8 Crore,"DHA Phase 6, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-6-lahore-1466552/
Homes for Sale,"1 Kanal House for sale in DHA Phase 2, Lahore | 1466546 | Graana.com",11.4 Crore,"DHA Phase 2, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-2-lahore-1466546/
Homes for Sale,1 bedroom flat | 1466533 | Graana.com,67 Lac,"Bahria Town - Sector F, Lahore",1,https://www.graana.com/property/514-sqft-flat-sale-bahria-town---sector-f-lahore-1466533/
Homes for Sale,1 bedroom flat | 1466531 | Graana.com,67 Lac,"Bahria Town - Sector F, Lahore",1,https://www.graana.com/property/514-sqft-flat-sale-bahria-town---sector-f-lahore-1466531/
Homes for Sale,"1 Kanal House for sale in DHA Phase 1, Lahore | 1466528 | Graana.com",10.4 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-1-lahore-1466528/
Homes for Sale,1 bedroom flat | 1466525 | Graana.com,66 Lac,"Bahria Town - Sector F, Lahore",1,https://www.graana.com/property/514-sqft-flat-sale-bahria-town---sector-f-lahore-1466525/
Homes for Sale,"1 Kanal House for sale in DHA Phase 2, Lahore | 1466523 | Graana.com",10.8 Crore,"DHA Phase 2, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-2-lahore-1466523/
Homes for Sale,1 bedroom flat | 1466521 | Graana.com,65 Lac,"Bahria Town - Sector F, Lahore",1,https://www.graana.com/property/514-sqft-flat-sale-bahria-town---sector-f-lahore-1466521/
Homes for Sale,1 bedroom flat | 1466519 | Graana.com,63 Lac,"Bahria Town - Sector F, Lahore",1,https://www.graana.com/property/514-sqft-flat-sale-bahria-town---sector-f-lahore-1466519/
Homes for Sale,1 bedroom flat | 1466514 | Graana.com,62 Lac,"Bahria Town - Sector F, Lahore",1,https://www.graana.com/property/514-sqft-flat-sale-bahria-town---sector-f-lahore-1466514/
Homes for Sale,1 bedroom flat | 1466509 | Graana.com,61 Lac,"Bahria Town - Sector F, Lahore",1,https://www.graana.com/property/514-sqft-flat-sale-bahria-town---sector-f-lahore-1466509/
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466508 | Graana.com",13.5 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466508/
Homes for Sale,"1 Kanal House for sale in DHA Phase 2, Lahore | 1466503 | Graana.com",14.5 Crore,"DHA Phase 2, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-2-lahore-1466503/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466501 | Graana.com",13 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466501/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466500 | Graana.com",13 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466500/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466498 | Graana.com",13 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466498/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466493 | Graana.com",13 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466493/
Homes for Sale,"10 Marla House for sale in DHA Phase 2, Lahore | 1466491 | Graana.com",7.25 Crore,"DHA Phase 2, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-2-lahore-1466491/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466489 | Graana.com",13 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466489/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466488 | Graana.com",13 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466488/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466485 | Graana.com",10.6 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466485/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466482 | Graana.com",10.6 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466482/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466481 | Graana.com",10.6 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466481/
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466479 | Graana.com",16.5 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466479/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466477 | Graana.com",10.6 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466477/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466476 | Graana.com",10.6 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466476/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466474 | Graana.com",10.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466474/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466473 | Graana.com",10.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466473/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466472 | Graana.com",10.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466472/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466470 | Graana.com",5.15 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466470/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466469 | Graana.com",10.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466469/
Homes for Sale,"10 Marla House for sale in Gulberg, Lahore | 1466467 | Graana.com",5.75 Crore,"Gulberg, Lahore",3,https://www.graana.com/property/10-marla-house-sale-gulberg-lahore-1466467/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466465 | Graana.com",10.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466465/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466463 | Graana.com",9.85 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466463/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466462 | Graana.com",9.85 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466462/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466461 | Graana.com",9.85 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466461/
Homes for Sale,"10 Marla House for sale in Gulberg, Lahore | 1466460 | Graana.com",5.25 Crore,"Gulberg, Lahore",3,https://www.graana.com/property/10-marla-house-sale-gulberg-lahore-1466460/
Homes for Sale,3 bedroom flat | 1466456 | Graana.com,3.25 Crore,"Askari 11, Lahore",3,https://www.graana.com/property/10-marla-flat-sale-askari-11-lahore-1466456/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466455 | Graana.com",9.8 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466455/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466448 | Graana.com",5.2 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466448/
Homes for Sale,3 bedroom flat | 1466444 | Graana.com,3.25 Crore,"Askari 11, Lahore",3,https://www.graana.com/property/10-marla-flat-sale-askari-11-lahore-1466444/
Homes for Sale,"2 Kanal House for sale in DHA Phase 3, Lahore | 1466438 | Graana.com",23 Crore,"DHA Phase 3, Lahore",7,https://www.graana.com/property/2-kanal-house-sale-dha-phase-3-lahore-1466438/
Homes for Sale,"11 Marla House for sale in Askari 11, Lahore | 1466434 | Graana.com",5.5 Crore,"Askari 11, Lahore",5,https://www.graana.com/property/11-marla-house-sale-askari-11-lahore-1466434/
Homes for Sale,"11 Marla House for sale in Askari 11, Lahore | 1466433 | Graana.com",5.5 Crore,"Askari 11, Lahore",5,https://www.graana.com/property/11-marla-house-sale-askari-11-lahore-1466433/
Homes for Sale,"5 Marla House for sale in Wapda Town, Lahore | 1466432 | Graana.com",2.55 Crore,"Wapda Town, Lahore",4,https://www.graana.com/property/5-marla-house-sale-wapda-town-lahore-1466432/
Homes for Sale,"5 Marla House for sale in Wapda Town, Lahore | 1466430 | Graana.com",2.55 Crore,"Wapda Town, Lahore",4,https://www.graana.com/property/5-marla-house-sale-wapda-town-lahore-1466430/
Homes for Sale,"5 Marla House for sale in Wapda Town, Lahore | 1466429 | Graana.com",2.25 Crore,"Wapda Town, Lahore",4,https://www.graana.com/property/5-marla-house-sale-wapda-town-lahore-1466429/
Homes for Sale,"1.2 Kanal House for sale in Gulberg 3, Lahore | 1466415 | Graana.com",10.5 Crore,"Gulberg 3, Lahore",7,https://www.graana.com/property/1.2-kanal-house-sale-gulberg-3-lahore-1466415
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466413 | Graana.com",8.68 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466413/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466412 | Graana.com",8.78 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466412/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466411 | Graana.com",8.68 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466411/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466410 | Graana.com",8.48 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466410/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466407 | Graana.com",8.58 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466407/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466406 | Graana.com",8.78 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466406/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466405 | Graana.com",8.68 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466405/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466404 | Graana.com",8.6 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466404/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466403 | Graana.com",8.65 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466403/
Homes for Sale,"10 Marla House for sale in DHA Phase 8, Lahore | 1466402 | Graana.com",8.62 Crore,"DHA Phase 8, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-8-lahore-1466402/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466401 | Graana.com",2.85 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466401/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466400 | Graana.com",2.86 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466400/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466399 | Graana.com",2.92 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466399/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466398 | Graana.com",2.83 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466398/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466397 | Graana.com",2.81 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466397/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466396 | Graana.com",2.83 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466396/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466395 | Graana.com",2.92 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466395/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466394 | Graana.com",2.78 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466394/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466393 | Graana.com",2.84 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466393/
Homes for Sale,"21 Marla House for sale in Lahore Motorway City, Lahore | 1466391 | Graana.com",4.76 Crore,"Lahore Motorway City, Lahore",4,https://www.graana.com/property/21-marla-house-sale-lahore-motorway-city-lahore-1466391/
Homes for Sale,"10 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466381 | Graana.com",4.5 Crore,"Al Rehman Garden Phase 2, Lahore",3,https://www.graana.com/property/10-marla-house-sale-al-rehman-garden-phase-2-lahore-1466381/
Homes for Sale,"10 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466380 | Graana.com",4.6 Crore,"Al Rehman Garden Phase 2, Lahore",5,https://www.graana.com/property/10-marla-house-sale-al-rehman-garden-phase-2-lahore-1466380/
Homes for Sale,"10 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466379 | Graana.com",4.6 Crore,"Al Rehman Garden Phase 2, Lahore",5,https://www.graana.com/property/10-marla-house-sale-al-rehman-garden-phase-2-lahore-1466379/
Homes for Sale,"10 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466378 | Graana.com",4.55 Crore,"Al Rehman Garden Phase 2, Lahore",5,https://www.graana.com/property/10-marla-house-sale-al-rehman-garden-phase-2-lahore-1466378/
Homes for Sale,"5 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466376 | Graana.com",1.97 Crore,"Al Rehman Garden Phase 2, Lahore",3,https://www.graana.com/property/5-marla-house-sale-al-rehman-garden-phase-2-lahore-1466376/
Homes for Sale,"5 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466373 | Graana.com",2.1 Crore,"Al Rehman Garden Phase 2, Lahore",3,https://www.graana.com/property/5-marla-house-sale-al-rehman-garden-phase-2-lahore-1466373/
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466368 | Graana.com",11.8 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466368/
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466365 | Graana.com",11.8 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466365/
Homes for Sale,"1 Kanal House for sale in DHA Phase 1, Lahore | 1466359 | Graana.com",10.8 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-1-lahore-1466359/
Homes for Sale,"1 Kanal House for sale in DHA Phase 1, Lahore | 1466356 | Graana.com",9.8 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-1-lahore-1466356/
Homes for Sale,"1 Kanal House for sale in DHA Phase 1, Lahore | 1466349 | Graana.com",10.4 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-1-lahore-1466349/
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466348 | Graana.com",12 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466348/
Homes for Sale,"1 Kanal House for sale in DHA Phase 1, Lahore | 1466347 | Graana.com",8.8 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-1-lahore-1466347/
Homes for Sale,"10 Marla House for sale in DHA Phase 1, Lahore | 1466346 | Graana.com",5.25 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/10-marla-house-sale-dha-phase-1-lahore-1466346/
Homes for Sale,"1 Kanal House for sale in DHA Phase 3, Lahore | 1466345 | Graana.com",13.5 Crore,"DHA Phase 3, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-3-lahore-1466345/
Homes for Sale,"1 Kanal House for sale in DHA Phase 1, Lahore | 1466342 | Graana.com",9.4 Crore,"DHA Phase 1, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-1-lahore-1466342/
